SMSes,Labels
Daily salary 800-10000EGP.AMZ be recruit online part-time employee with high salary Consulting http://wa.me/66933578987 34mDaily salary 800-10000EGP.AMZ be recruit online part-time employee with high salary Consulting,1
Dear PAY2TM customer your paytm K2YC have be susp2ended off2ice pH XXXXXXXXXX immedizately.your ac2count will block within 24hr Thank you PAY2TM TEAM,1
hello  your friend karishma khandelwal has invited you to join roposo download the app  wwwroposocomappuseridkarishmakhandelwal,1
roperties In Gurgaon IREO Victory Valley/2400-6000sqft/1.7-4Cr Unitech Exquisite/2400sqft/1.45Cr Unitech Harmony/1795sqft/1.1Cr Show Flat Ready 987378190,1
special offer  pendant set mangalsutra set  cz mala bangles rs get extra rs off  use code cz homeshop pe aaj pm call ,1
shop on ebay and get a free rs  ride with ola on minimum shopping worth rs use coupon ebayola on httpgooglkhdgdu hurry  offer ends tomorrow,1
Work from home and Ear n daily prof its Register at http://imperialcgroup.com/home,1
dear customer get a rental discount of  for  bill cycles and gb unlimited gg data for rs only dial  for activationhurry limited period offer,1
friendship ge bekiro niyatturaja huli has been set as your caller tune for all at rs  days the service will get renewed on  to deactivate  sms stop to or call toll freeandroid user click on httphyperurlcoskt to download vodafone callertunes app for free holiday unwell etc tunes,1
a smartphone with the best of features at an affordable price shop for intex smartphones  starting at rs   only on ebay buy now on httpgooglrbnmlk,1
Dear Coustmores your ATM card have be block Because you do not have an update yet If you want your ATM card to work properly then contact this number immediately to.03070697876 XXXXXXXXXXX Sent via Lantech Soft,1
And what about the time taken regarding passport completion,0
abbelo at paradise enclave  sector mohali to know more about organic food join us on th march  also  grab special offers  freebies wwwabbelocom,1
CARD WILL BE BLOCK ON 03/01/2022 FOR details http://XXXX,1
grab your lunch for free today get rs  cashback on all restaurants today on magicpin app bitlymgpapp tc  upto  use code du,1
just landed should be out in  where do we meet,0
"BT-KOTTAK Banking/Insurance/ Financial Products/ Credit Cards XX-XX-XXXX 14:20:52 Congrats User Your Account have be credit With Rs 54,999 Submit detail now bnkg.me/3XnEFeb",1
vodafone special offer dial toll free and get free discount offers also get a chance to win sony inch led,1
PTSB You have an outgoing payment of 179.99 to an online merchant `` Hickeys '' Please approve or decline this payment IMMEDIATELY at www.ptsbquery.com,1
TATA CAPITAL bring you a special privilege of Pre Approved loan of upto Rs.200000 Give us a miss call XXXXXXXXXX for more detail,1
show this sms  get  extra discount  no vat extra sale upto  off only for today at exclusive gadoni of italy showroom sec panchkula ph,1
now enjoy a superfast  easy way to use your mpesa download free mpesa app today  tinyurlcomgr,1
last day to earn exclusive rs  cashback on biryani blues on twyst app use code flattnc apply min order rs   order now twystb   stop twystunsub,1
Giki current students have a lot of freelance writers though...,0
Dear customer your Electricty power will be disconnected. Tonight at 9:30 from electricty officer your previous month bill was not update Please immedately contact with electricty officer 8509487915  Thanks ,1
get rs cash back by paying rs for mts no via paytm app to avail this offer use promocode paytmtstc,1
Your account be currently under review Please complete the se curity form to avoid restriction pay-pal.online-restrictions.net,1
i handed my resignation today in effect from nd may,0
Your Order Successfully Placed AMZ 107-3JV1517 Amt 2199.95 against Canon EOS R6 HD Camera on 2021/05/20 Call TFN XX XXXX XXXX if any query Thank you,1
We didnt discussed the comment 03 and 04,0
RMO We have not receive payment for your Maxis account To avoid service interruption please make full payment by today Please disregard this SMS if payment have be make For further enquiry chat with us on WhatsApp at http://bit.ly/3xjTPLK,1
autoportal chevrolet beat stock clearance sale only on th  th may  discounts of rsbenefits worth rs give a missed call on ,1
ACTIVATED Here 's your SPECIAL Giftcard No DMT XXX XXX Hurry Use code SPL350 to bag FLAT Rs.350 discount Click bit.ly/3n2xD4h Call XXXXXXXXXX TCA,1
you have downloaded jis pal sab tera free  to listen  dial  rsmbal rs at    pm  to stop  dial or sms stop to free,1
meetforfun.us The most popular date site of this month ATTENTION We have XX female member within XX mile of your location These woman rbgbq.sluttyladies.net,1
you have  missed calls from  last call   free gb internet download wynk apps  get gb net free dial free,1
now hdfc bank mobilebanking app knows what you need to do next for select transactions the app notifies guides you what to do next download bit ly appmb,1
glittering today flat  off on diamond jewlry flat  off on gold making valid till  tc world of glitters nd floor dlf mall sec noida ,1
All three of us are fine Alhamdulillah,0
A bird has built a cosy nest for its chicks inside a set of traffic lights! Click the link: http://l.jazzmobilemag.pk/07t7r71/6e87,1
"If u Have Capltal Of 50,000 For Equlty Options Bnk Nifty So trade With Us XXX Earn upto 100,000 Proflt in X Hrs Holing Call Us XXXXXXXXXX",1
Dear Customer your SBI YONO account will be close today Please update your PAN card now via give link http://sbipan tech.preview-domain.com,1
"1+1 on movie tickets extended! Grab the offer now @Paytm, book tickets & get 100% cashback on 2nd ticket*! Use code: TWOMUCH http://m.p-y.tm/mlo #PaytmKaro",1
Spiderman. Spiderman! Blyk on Aircel thanks you for being a valued member. Here's an exclusive still from The Amazing Spider-Man  due to be released in 2012. Enjoy!  Keep your phone on for more exclusives from Blyk on Aircel. ,1
SaskTel Mobility sent you a refund. See: https:// depositsasktel.org ,1
enjoy with two special offers  rs tt on rs or rstt on rsnormal tt given onlineremaining tt  in  hrsdial rchg tdyidea gg,1
hi nitin   yes you read it right its buy  get  free  store httpysmrtlnkinstgniolo,1
Dear customer your KYC have be suspended.callPYTM office PH XXXXXXXXXX Immediately.Your account will block within 24hr.Thank you,1
This two legged dog has found happiness with a loving family! Click the link: http://l.jazzmobilemag.pk/yROivlB/f12b,1
dear sandeep  go refer and earn download the goibibo app  refer your friends to download the app and earn gocash you get  gocash  friend gets  gocash httpsgooglrlpzv,1
"""Double your money in 24 hours! Invest $100 now. Reply INVEST to get started.""",1
8.30am Il you do not allend your referrar will be close This be an automatedConfirmation of appointment on XX Feb XXXX 11:50 at ELPlease ensure you allena the correct site as per text message,1
Dear customer your credit card point worth INR XXXX expire by tomorrow Kindly redeem your point in cash by click here https //rb.gy/1ttcos,1
"Elevate your style with J. latest Spring Summer Men's collection! From formal to casual, find your perfect fit in-store or online: https://bit.ly/3JDw1LD",1
Dear user Your Paytm K-Y-C have be suspended.Call us XXXXXXXXXX immediately Your account service will block within 24hrs Thankyou,1
"Alright, Tyler has a minor crisis and has to be home sooner than he thought. So be here as soon as possible.",0
so only told d,0
never before offer book your maruti suzuki now   take delivery in navratri and get chance to win maruti celerio   gifts worth rs  crore under gaddi pe gaddi offer  for further details plz contact  kiran motors motera m    tc,1
only  hrs to go shop now  buy men shoes  get  pairs of socks free httpysmrtlnkinwdfrlfv  buy  kurtis   only httpysmrtlnkinqovum,1
redeem your  peter england loyalty points at rspt on the fresh spring summer merchandise till march   post which you can redeem them at  paisept,1
PAN Card Number Thank You SBI Bank Click here http://bit.do/sbi-pan,1
check out of freshly curated best seller collection at flat  off styletag tc apply cod available no promo code required visit httpgoogltusjf,1
we eagerly await you at dunkin donuts get rs  off on any pack of donuts cpn crmf valid till  feb tc to opt out sms dunkinunsub to ,1
Presenting the Youngest Self Made Multimillionaire Mr.Priyesh Jain with The New Age Entrepreneurship at ADA RANGAMANDIRA   JC ROAD  banglore 29th aug  10 am.sunday,1
special g offer  guna internet milega gb g data  days on bc mb turant  mb  ghante baaddial  to activate,1
last day to get rs  off on tickets with idea select movie mania for esteemed customers book now in mobile operator option on bookmyshowcom nowtc apply,1
rs rc successful enjoy  min local reliance to reliance calls  validity  daysunltd data offer ke liy dial kare ,1
sell your old mobile  get instant resalecash amount free home pickups no extra selling feescall   ,1
 R u serious? ?? Can't stop laughing.,0
today download my idea app and register for free  win couple movie tickets click here httponelinktosmsmu to download,1
secure your familys future with aegon life  just rsday  get rs lakh life cover up to age  get tax benefit for info give miss cal tc,1
M Packers and Movers (TM) an ISO 9001:2000 Co. For Tension Free Shifting House-Hold Goods & CAR Branch all Over India 011-23512345 Toll Free (24x7) 180011567 ,1
Thank you for be vaccinate from COVID-19 We be credit you 90.00 CAD Follow the instruction below http://34.145.94.92,1
" Brb, need 2 call my sister.",0
NHS You 've be in close contact with a person who have contract the Omicron variant Please order a,1
hi ashutosh  the globus sale now gets hotter get flat  off globus on th  th  st jan trending fashion low prices rush now  tc,1
if ur anywhr near a pc try reaching atul and nits if de can come  i toh can come anytime after ,0
 team   pl ensure orders are placed as per the plan,0
last day  valentine deal lenskart  get anti glare lens free with eye frames extra off  cashback tnc use voucher valentine  wwwlenskartcomvday,1
To complete your purchase of EUR 250.99 to coinbase.com use your one time passcode XXXXXX within XX minute Not you visit 365-cancel card.com,1
Your account have be suspend due to security reason visit http://hsbc .co.uk.bank accountprotection.com to restore full online banking access,1
thomas cook offer flat rs  off on a dn dubai shopping festival holiday package discounted price starting rs  call  to book hurry,1
